,tweet_id,created_at,user_id,geo_source,county,full_text,mask,sentiment_score
0,1235670058572984321,Thu Mar 05 20:54:34 +0000 2020,265790301,user_location,Hennepin County,"I welcome the opportunity to raise &amp; discuss the foreign policy challenges we face, like the new cold war/nuclear arms race, Turkey's efforts to drag the U.S. into a war with Russia over Syria, the coronavirus, &amp; more. Domestic policy cannot be separated from foreign policy. https://t.co/jgVxSz1huX",False,0.4215
1,1235663756107149320,Thu Mar 05 20:29:31 +0000 2020,100323796,user_location,Hennepin County,"Vice President Mike Pence at 3M in Minnesota tells reporters, ""The risk to the average healthy American of contracting the coronavirus remains low.""  ""Unless you are ill, you have no need to buy a mask,"" Pence says. https://t.co/NHBLsmWkPV",True,-0.5106
2,1235356564782907392,Thu Mar 05 00:08:51 +0000 2020,20915409,user_location,Hennepin County,"Imagine if we had a President who provided dispassionate, essential, fact-based information to help people. https://t.co/9yrqPpbknQ",False,0.4019
3,1235372490848944129,Thu Mar 05 01:12:08 +0000 2020,16537689,user_location,Washington County,A must-read: COVID-19 isn’t as deadly as we think. https://t.co/uVYhEfJRpT,False,0.0
4,1235375594751356928,Thu Mar 05 01:24:28 +0000 2020,40477520,user_location,Hennepin County,‘How a real president talks’: Obama praised for his ‘perfect’ coronavirus response as Trump rants about his enemies https://t.co/3fkI1DFI18,False,-0.3182
5,1235376663875194881,Thu Mar 05 01:28:43 +0000 2020,762712771293163520,user_location,Hennepin County,Coronavirus instructions.  Wait for it...https://t.co/WvnKBwKUtb,False,0.0
6,1235377126645223425,Thu Mar 05 01:30:33 +0000 2020,568571890,user_location,Hennepin County,@RepMattGaetz People have DIED from the #COVID19 you insensitive ignorant buffoon!  You were probably drunk while taking this picture. You are truly a POS NW FL are you ready for change?? Everyone please support &amp; follow @PhilEhr who won't drink on the job &amp; make light of people dying. GFY,False,-0.2465
7,1235358401623773185,Thu Mar 05 00:16:09 +0000 2020,14763462,user_location,Hennepin County,"Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let’s stay calm, listen to the experts, and follow the science.",True,0.7906
8,1235681973865033728,Thu Mar 05 21:41:55 +0000 2020,860509442,user_location,Hennepin County,Not a doctor or a virologist or anything but DEFINITELY DO NOT GO TO WORK IF YOU HAVE CORONAVIRUS PLEASE AND THANK YOU. https://t.co/CpSxbvCHGs,False,0.8657
9,1235679230459076608,Thu Mar 05 21:31:01 +0000 2020,486192374,user_location,Hennepin County,"Pence on Coronavirus tests moments ago: ""We don’t have enough tests today to meet what we anticipate will be the demand going forward.”",False,-0.128
10,1235689422601023489,Thu Mar 05 22:11:31 +0000 2020,26530456,user_location,Hennepin County,Carnivorous is an anagram of coronavirus.  Coincidence? We think NOT! 🥩😷 https://t.co/b5d6Jifa5K,False,0.2746
11,1235690538696929284,Thu Mar 05 22:15:57 +0000 2020,47417553,user_location,Hennepin County,"The coronavirus is not the zombie apocalypse. Odds are if you—a randomly selected person—get it, you will get past it. But there are people who face much worse odds than a randomly selected person, and you’re being asked to wash your hands and stay home when you’re sick FOR THEM.",False,-0.8625
12,1235687349905915904,Thu Mar 05 22:03:16 +0000 2020,36406830,user_location,Hennepin County,This call from Dr Osterholm from @CIDRAP mirrors a lot of what @PeterHotez and @ZDoggMD talked about last week in terms of healthcare worker safety during the #covid19 pandemic and what we may expect in coming weeks. It's a great listen. https://t.co/AUVeBIHKdh,False,0.7845
13,1235688840221741057,Thu Mar 05 22:09:12 +0000 2020,3662786000,user_location,Yellow Medicine County,There's not a single confirmed case of an Asian infected in NYC. Stop discriminating cause the virus definitely doesn't. #racist #coronavirus https://t.co/Wt1NPOuQdy,False,0.1331
14,1235679651181154305,Thu Mar 05 21:32:41 +0000 2020,36179505,user_location,Saint Louis County,"New: For concerned civilians and journalists covering the coronavirus, the figures and projections can be overwhelming, frightening or confusing. Here’s what reporter Caroline Chen is focusing on to keep things as accurate and clear as possible. https://t.co/hBV2WErQzy",False,-0.3612
15,1235676805501194241,Thu Mar 05 21:21:22 +0000 2020,1684093591,user_location,Ramsey County,Travel the world and show them how it actually isn’t nearly as bad as they make it out to be and make a wash your hands challenge to your newest song https://t.co/OgIa0aO7y6,False,-0.4939
16,1235676881816391680,Thu Mar 05 21:21:41 +0000 2020,1141019024421081088,user_location,Saint Louis County,"The way the US is handling the Coronavirus threat is absolutely amazing.  You guys remember the Bubonic Plague? Way more death causalities.  That's the bar, right? https://t.co/tAhW8z40Tk",False,-0.5525
17,1235682339562213376,Thu Mar 05 21:43:22 +0000 2020,890298002,user_location,Freeborn County,Aw shit https://t.co/qAsq8LggBA,False,-0.5574
18,1235683408099127300,Thu Mar 05 21:47:37 +0000 2020,1394009838,user_location,Hennepin County,"As the coronavirus spreads further into Europe and the Americas, another infection is spreading: an epidemic of misinformation online. The World Health Organization is now aggressively trying stop the spread of misleading and false information. https://t.co/IaXwGX7bpq",False,-0.8176
19,1235683411202695169,Thu Mar 05 21:47:37 +0000 2020,371262197,user_location,Dakota County,Good grief https://t.co/8VDqTWrLnH,False,-0.0772
20,1235683830461161472,Thu Mar 05 21:49:17 +0000 2020,414913600,user_location,Dakota County,"Scientists: you should wash your hands because of Coronavirus.  People: I'm gonna stop flying, hoard masks, work from home &amp; totally rearrange my life.  Also Scientists: the #ClimateCrisis will kill millions - we must use clean power &amp; change how we get to work.  People: No way.",True,-0.7506
21,1235429949860745216,Thu Mar 05 05:00:27 +0000 2020,90107770,user_location,Itasca County,@JeremyKonyndyk USA 💰the American god an Education Secretary  ensuring lack of funds to help educate the poorest of the poor an unhealthy health system  Doctors Trump &amp; Pence  more dangerous than COVID-19 itself the virus itself laughing merrily at the psychopaths WHO weeps in rage infection,False,-0.836
23,1235415789450256385,Thu Mar 05 04:04:11 +0000 2020,22521260,user_location,Hennepin County,Dead. https://t.co/eJzi8vPE8N,False,-0.6486
24,1235415903933788160,Thu Mar 05 04:04:39 +0000 2020,1202273905,user_location,Hennepin County,The Econolodge — really? They couldn’t spring for a Best Western? https://t.co/bGFp2QrGsK,False,0.6767
25,1235417815504437249,Thu Mar 05 04:12:14 +0000 2020,19877680,user_location,Hennepin County,What could possibly go wrong? #COVID19 https://t.co/iMACmSbvh5,False,-0.4767
